Name,ShortPassing,Dribbling,LongPassing,BallControl
Jefferson Santos,72,59,68,66
Kim Seung Dae,70,72,66,72
M. Mancienne,68,56,62,67
C. Gardner,67,61,72,72
M. Danielson,58,35,58,56
A. Seculin,29,12,25,21
O. Hüsing,56,40,36,50
A. Totovytskyi,71,71,62,70
Fede Vico,69,74,67,70
R. Robayo,73,66,70,72
M. Gori,74,67,71,71
Miguel Torres,65,56,61,67
Montoro,73,64,76,73
N. Paz,56,56,54,58
U. Uçar,69,72,61,69
D. Blum,61,76,53,73
M. Hefele,65,48,65,52
C. Bieler,56,65,38,69
S. Johnson,34,19,32,20
K. Coulibaly,66,63,49,66
Saúl,72,57,54,72
I. Dia,68,74,60,70
B. Myhill,39,15,32,35
D. Kuciak,21,11,14,24
Pablo Marí,66,41,63,61
Moon Seon Min,68,72,57,67
K. Steppe,35,20,37,33
C. Insaurralde,63,70,38,71
J. Domínguez,69,67,70,67
L. Gregory,58,64,46,67
M. Mittelstädt,70,75,70,73
M. Romero,55,64,42,67
D. Damjanović,68,66,54,67
Alam Basteirinho,72,73,66,71
Lee Seung Woo,69,73,50,76
N. Gorosito,67,49,62,61
M. Trávník,74,67,66,72
G. Gardner,70,63,72,72
Lee Seung Gi,72,69,67,72
C. Forsyth,61,65,60,70
D. Lenihan,62,54,59,58
F. Klein,69,69,65,67
A. Weber,70,24,70,60
F. Haugen,71,67,67,70
T. Bruns,69,68,70,68
C. González,62,52,51,62
M. Coronel,59,42,57,55
M. Schuhen,30,22,28,27
J. Knudsen,63,64,63,67
Q. Martinus,66,66,64,68
G. Gianniotas,66,71,65,69
F. De Paul,29,18,25,15
Kangin Lee,65,78,71,75
N. Carreño,63,46,49,62
J. Sánchez,70,68,74,69
Lee Jae Sung,58,35,57,55
Kim Eun Sun,67,61,70,66
D. Moreno,69,57,63,66
A. Isaksson,38,11,30,15
V. van Crooij,67,73,52,73
M. D'Alessandro,66,71,53,72
R. Windbichler,65,41,62,63
C. Corvalán,61,62,62,55
R. Raldes,56,41,33,57
C. Adam,73,70,71,72
Renaldo Justinho,71,72,58,67
Y. Wissa,61,72,59,64
A. Saldívar,27,11,30,14
A. Stoian,67,77,63,75
N. Obiora,70,58,68,68
S. Salger,65,58,66,62
B. Meling,64,63,60,65
Macarinho Louro,71,75,72,77
S. Ireland,74,67,64,73
S. De Ridder,69,75,64,71
M. Coutadeur,74,69,70,72
W. Grigg,59,64,40,63
K. Barbarouses,65,70,46,69
Ricardo Ferreira,32,11,24,25
G. Belaud,69,61,52,66
Clerc,68,75,54,70
L. Mugni,73,76,69,77
A. Faurlín,72,59,73,69
M. Barbieri,50,45,45,46
Javi Guerra,63,66,57,69
R. Braña,73,71,77,70
L. Benegas,56,58,44,63
S. Hogan,53,71,53,68
Pêpê,71,68,73,71
Park Joo Ho,73,72,72,73
R. Maiello,73,69,70,75
B. Guillaume,68,72,51,75
Vinicius Trieiro,67,66,63,68
Christian Fernández,63,55,61,60
F. Fragapane,68,74,65,67
A. Chipciu,68,68,66,68
E. Koulouris,55,65,48,71
Raphael Paneira,73,77,64,76
C. Espinoza,67,75,58,70
C. Borja,63,66,65,65
M. Pouraliganji,65,68,67,72
Jailson Oliva,62,68,56,64
Jordi Mboula,66,74,59,71
F. Hasani,69,74,65,72
J. Sambia,70,73,70,68
Jorge Sáenz,70,59,60,65
P. Mahlambi,69,74,54,72
D. McGoldrick,70,72,67,73
G. Kagelmacher,64,58,63,67
N. Leali,12,13,13,23
M. Pospíšil,68,75,67,73
A. Aguerre,27,17,23,19
M. Robak,56,65,47,68
Javi Márquez,73,70,75,75
C. Ramos,58,44,51,54
T. Bunbury,63,69,55,68
D. Cvetinović,60,53,55,56
L. Ajorque,45,67,34,73
R. Nissen Kristensen,67,65,66,67
T. Hiariej,74,67,69,69
J. Marveaux,67,58,66,63
M. Kone,73,68,68,72
F. Holland,63,65,62,69
C. Suárez,64,39,64,58
B. Safari,68,70,65,68
M. Varnier,59,51,53,59
B. Kadrii,63,72,48,73
J. Paredes,65,69,67,67
Aitor García,65,71,63,69
L. Spalvis,59,68,45,67
M. Stoppelkamp,69,70,61,68
T. Itō,62,83,45,76
Nenê,65,59,45,65
C. Strohdiek,51,33,34,46
J. Brabec,61,56,60,68
S. Çikalleshi,56,64,55,63
L. García,31,19,24,23
M. Wasilewski,57,37,53,46
S. Griesbeck,67,57,67,65
J. Benítez,63,73,65,70
Diogildo Peixe,67,77,56,71
N. Ibáñez,23,20,24,16
I. Uche,61,68,51,69
D. Dessena,69,70,66,68
R. Ovelar,67,67,55,70
V. Mannone,48,15,33,24
J. Gillet,38,11,33,25
L. Venuti,63,60,49,65
J. Meneses,63,74,57,70
G. Maniatis,67,63,67,67
A. Mabil,62,75,47,73
M. Olivera,68,74,58,74
J. Madueña,70,77,64,74
R. Kurzawa,72,72,70,71
F. Pellegrino,28,15,25,25
N. Ampomah,62,77,49,74
C. Fuentes,72,63,68,64
O. Burke,65,74,55,69
Sandro Manoel,69,59,65,66
K. Dowell,71,74,67,71
N. Leguizamón,60,69,51,66
G. Espinoza,72,69,68,70
A. Balić,76,74,76,78
M. Dos Santos,66,39,56,64
Breno Bemposta,69,67,65,74
B. Capon,66,66,62,64
C. Hudson-Odoi,69,77,63,72
Ruiz de Galarreta,75,66,72,72
V. Osimhen,62,66,34,67
Mauro Júnior,67,72,55,77
M. Casierra,56,52,54,57
L. Cáceda,49,33,39,49
B. Nieuwkoop,66,64,70,70
M. Cash,67,70,64,69
P. Huntington,44,26,53,38
A. Paločević,72,74,71,72
L. Sequeira,63,78,62,73
A. Bouka Moutou,69,67,58,72
I. Saadi,61,66,39,65
J. Shackell,62,53,58,60
D. Wheater,57,44,63,50
L. Tomlin,70,71,64,71
N. Viola,75,65,71,70
O. Shevchenko,28,11,29,16
Marlinito Dias,76,45,70,75
Marc Cardona,62,70,50,70
J. Rivierez,65,55,55,63
A. Crescenzi,62,61,57,66
José Arnáiz,65,69,61,68
L. Giannetti,44,44,42,42
R. Boffin,18,20,12,16
R. Ramírez,66,71,52,70
D. von Ballmoos,31,17,27,23
T. Carson,13,16,13,18
T. Tawatha,70,72,63,70
J. Martins Pereira,71,69,68,71
P. Gallagher,70,65,74,72
M. Morrison,61,29,59,52
C. Fierro,65,70,60,70
Bruno Moreira,67,65,46,67
F. Ayité,68,71,59,70
F. Zuculini,74,69,71,73
J. Morrow,70,65,60,68
Vítor Gonçalves,70,68,65,72
Wei Shihao,63,74,58,65
J. Cuffaut,70,57,62,64
Y. Touzghar,62,66,57,67
L. Evans,72,64,76,69
Luan Sendeiro,72,55,78,69
Iriome,66,75,51,77
J. Cortés,73,66,72,68
E. Bologna,22,13,22,20
A. Batalla,25,13,22,18
M. Formica,63,74,67,72
J. Robinson,65,58,59,64
Matheus Cunha,57,71,55,73
M. George,56,65,43,67
Nino,68,66,49,69
X. Kouassi,68,65,65,67
G. Kerk,62,71,55,71
J. Bacuna,70,77,68,75
Y. Boli,60,72,48,68
Lasure,66,58,59,62
J. Van Rankin,66,66,64,65
S. Luperto,65,52,54,63
Pita,77,58,75,73
Dani Jiménez,34,12,21,20
J. Williams,68,73,66,74
Philipe Sampaio,60,41,54,44
D. Sow,74,67,72,72
Sevinho Santos,52,72,50,71
M. Pajač,72,72,71,68
J. Domínguez,62,55,57,61
J. Wurtz,64,64,55,63
Derley,67,68,62,68
C. Coosemans,38,13,37,33
Gabriel Xavier,74,74,67,70
H. Moukoudi,55,39,46,55
N. Dyer,69,75,60,73
H. Menosse,54,30,57,48
César Arzo,68,57,70,67
M. Manotas,62,69,51,66
Waguininho,69,70,64,70
A. Jędrzejczyk,69,63,67,70
C. Diandy,70,66,67,68
J. Toledo,57,62,57,61
W. Zahibo,69,61,61,64
J. Dudziak,70,73,58,73
P. Franco,67,63,65,66
R. Jenssen,70,64,70,66
Dodô,68,70,59,71
M. Donald,73,67,69,70
A. Sissoko,65,54,63,73
Renato Chaves,62,47,53,52
M. Odubajo,66,70,62,67
W. Vaulks,67,62,66,66
Y. Al Shehri,73,71,67,69
D. Cerén,70,60,75,65
E. Arango,69,72,59,63
C. Mandanne,72,71,66,69
C. Traoré,69,72,63,70
F. Acuña,68,76,60,73
D. Aleksić,71,72,70,67
L. Boyce,61,68,28,65
J. Scowen,66,65,66,67
J. Murillo,60,72,45,74
J. San Román,57,64,58,66
S. Štilić,70,70,69,72
M. Yıldırım,20,17,17,19
Gus Ledes,74,70,70,71
R. Alioui,60,69,43,69
V. Huerta,50,24,51,40
S. Kaya,65,51,62,52
S. Delev,59,70,44,68
K. Ehizibue,65,74,66,72
D. Larsson,61,71,57,69
B. Urribarri,65,62,60,63
D. Williams,65,66,57,62
J. García,13,11,12,15
L. Cattermole,67,61,69,67
P. Álvarez,76,59,62,64
A. Putsila,70,73,63,75
K. Kanatsızkuş,66,70,55,70
Momo,74,74,70,74
E. Godoy,66,45,51,56
C. Bovo,58,35,62,59
J. Meredith,63,64,64,66
B. Henning,67,68,65,68
O. Petrák,71,63,68,67
B. Röcker,60,29,45,54
R. Cardozo,68,67,66,66
M. Duelund,71,73,69,71
M. Seuntjens,65,74,73,72
Nilson Padilho,71,65,74,73
G. Gómez,68,64,70,68
Dai Lin,63,54,60,55
M. Budimir,38,52,23,62
Javi Lara,74,70,80,73
Alef,69,63,73,66
J. Palacios,63,62,58,66
C. Henao,50,39,34,54
C. Yambéré,65,55,51,55
O. Dramé,64,74,48,72
S. Michel,64,68,53,67
S. Özcan,74,73,71,75
M. Correia,66,58,61,66
J. Harrison,64,74,59,70
F. Diabaté,64,76,58,73
E. Torres,63,67,66,65
R. Improta,70,74,64,70
N. Hauptmann,75,74,65,74
A. Bouhaddouz,65,63,53,69
S. Ubilla,64,71,55,70
Francisco Ramos,74,68,70,73
J. Roa,66,72,67,73
K. N'Doram,71,59,67,69
J. Torunarigha,59,45,62,55
C. Deac,74,63,62,69
Marc Gual,66,65,45,72
B. Samudio,59,70,39,73
S. Bassong,54,28,56,46
S. Manolev,68,73,68,71
A. Letellier,26,10,21,16
I. Ezekiel,67,70,47,65
C. Oliveira Souza,63,76,53,72
J. Palmieri,74,73,72,72
M. Larrondo,73,71,54,72
J. Colback,75,64,66,69
T. Kister,66,32,52,48
N. Omladič,70,75,66,75
P. Cuadra,63,78,60,71
I. Plastun,64,32,62,60
W. Dutoit,25,15,19,23
M. Matvienko,67,53,54,55
A. Chatzigiovanis,67,76,65,71
M. Ardemagni,55,59,35,70
A. Pearce,57,35,53,49
E. Imorou,64,60,66,65
M. Franke,57,42,48,48
F. Falco,68,74,63,73
L. Villalba,66,60,60,69
Tiago Lopes,65,72,64,68
Diogo Viana,68,74,60,72
M. El Kabir,60,71,55,70
O. Nguette,66,75,62,71
A. Engin,68,73,49,70
J. Ortiz,74,66,77,72
S. Khelifi,67,75,56,74
J. Reine-Adélaïde,71,76,66,73
K. Kronholm,45,11,35,20
N. Ninković,70,72,63,74
M. Gakpa,70,76,67,70
Eber Bessa,68,69,64,73
C. Valencia,64,70,43,65
B. Mokulu,62,67,57,69
D. Johnson,71,71,64,72
D. Marney,72,68,71,69
M. Kieftenbeld,68,65,65,65
P. Heise,69,67,62,73
A. Rudko,15,12,22,10
L. Mchedlidze,64,68,50,72
H. Al Moqahwi,71,71,69,70
S. Fletcher,62,62,60,73
K. Danso,49,47,44,56
C. Tiffert,73,68,72,72
T. Asano,63,73,43,69
G. Torres,64,72,48,71
S. Napoleoni,75,72,63,70
A. Konradsen,70,64,69,65
K. Günter,69,56,72,61
S. Medojević,67,61,69,67
Anuar,72,60,70,68
Sastre,75,60,76,69
G. Pinzi,69,66,64,67
Jona,64,63,43,68
Daniel Amora,70,65,69,71
P. Toranzo,75,70,73,75
Carlinhos,69,75,65,74
E. Hestad,72,72,66,71
Fernando,66,78,42,76
S. Adamyan,69,75,51,71
Fede,69,59,66,65
Nathan Otávio,66,46,63,53
M. Wittek,67,66,57,69
Rafa Navarro,70,61,42,70
N. Taylor,69,67,67,71
M. Schäffler,54,59,37,64
E. Ávila,68,71,58,71
A. Mazzotta,64,62,60,64
P. Frankowski,68,64,67,66
P. Budkivskyi,59,67,45,68
J. Flum,72,64,70,69
Y. Ngbakoto,62,72,60,71
R. Bonevacia,70,71,66,70
K. Shibasaki,72,69,69,68
D. Lainez,71,77,61,72
M. Navarrete,60,51,56,55
F. Valiani,71,69,69,69
J. Maghoma,66,75,57,69
Alex López,73,65,72,68
Hernán,71,64,67,69
A. Werner,25,13,19,23
B. Bjarnason,66,66,63,73
Pichu Atienza,62,31,41,55
F. Campos,71,61,66,65
Christian Rivera,70,65,66,68
Johannesson,64,61,57,63
C. Acevedo,23,9,16,15
A. Budimir,58,65,30,69
J. Troisi,70,68,65,72
A. Tuia,59,32,45,53
V. Pálsson,67,56,63,62
M. Tahrat,67,46,62,64
E. Korkmaz,59,42,33,51
Jeong Jae Yong,71,59,73,65
L. Mousset,57,73,44,70
C. Michelin,76,69,72,73
F. Ojo,75,65,68,70
Jeong Woon,68,67,58,68
M. Bodmer,78,70,74,76
K. Smith,72,67,66,71
A. Wisdom,68,55,66,66
S. Doi,72,74,63,70
Thiago Carleto,66,69,63,70
D. Stracqualursi,59,59,41,71
C. Maxwell,23,13,16,26
Alberto Martín,74,62,69,74
S. Birnbaum,57,46,51,60
J. Dilrosun,60,73,45,73
A. Kali,75,70,73,73
D. Fox,68,66,67,69
L. Castro,62,69,52,67
I. Nedelcearu,57,53,70,52
A. Orión,20,13,11,19
D. Milošević,71,73,68,73
J. Minala,73,69,68,72
S. Çinaz,69,65,69,59
A. Turan,70,65,68,70
S. Dursun,58,56,57,54
C. Leemans,74,63,72,71
Kwon Soon Hyung,73,65,71,68
Errasti,70,43,64,66
M. Camporese,53,44,54,51
M. Al Buraik,66,68,66,70
J. de Wijs,55,40,48,60
Murilo Freitas,66,75,48,76
W. Rémy,64,66,69,65
C. Valenzuela,76,73,77,69
F. Pizzini,67,73,68,71
A. Ignjovski,67,65,56,67
M. El-Munir,63,70,55,65
R. Del Castillo,70,74,64,74
M. Diaby,70,74,67,74
G. Garza,65,68,63,68
L. Jans,67,69,64,67
Aguza,76,59,75,77
R. Fernández,73,71,68,73
N. Wells,63,70,43,72
D. Croce,69,71,65,70
E. Loeschbor,59,40,45,53
P. Schuurs,68,60,65,65
B. Kololli,69,68,65,64
K. Sigþórsson,61,61,58,63
M. Koné,62,72,42,71
R. Fiamozzi,68,63,68,63
L. Pico,73,63,70,68
E. Bello,72,71,64,71
Salvador Agra,61,69,62,68
P. McNair,69,66,66,66
D. Rodríguez,73,74,58,72
M. Stiepermann,69,69,66,71
J. Fulton,73,63,69,72
L. Abram,53,40,49,54
Z. Gano,65,64,37,66
L. Mazzoni,12,13,13,21
Y. M'Changama,74,72,71,72
T. Mings,65,69,59,65
K. Árnason,59,49,62,53
U. Bozok,66,70,40,69
Borja Fernández,71,62,68,67
H. Bazile,69,71,64,68
G. Carey,67,70,69,68
P. Souaré,68,67,66,69
Verdasca,65,49,59,59
J. Vigón,71,66,70,70
Edsinho Torres,62,48,60,75
S. Kaneko,61,72,61,69
D. Batubinsika,62,50,59,55
F. Giefer,32,12,22,22
H. Wahl,44,38,43,49
M. Albæk,72,64,74,70
Juan Dominguez,70,68,69,72
C. Avevor,62,48,59,59
David Costas,70,55,62,70
M. Faraoni,70,71,67,70
L. Mendoza,62,73,60,70
S. Romagnoli,52,50,50,51
A. Ngando,71,75,63,71
B. Vidal,69,58,68,64
C. Buonaiuto,69,70,65,70
L. Jutkiewicz,56,63,49,70
Li Xuepeng,66,73,66,64
Fábio Sturgeon,68,74,55,74
K. Mahachi,80,75,76,67
D. Barbona,67,71,65,68
M. Silva,63,48,58,54
G. Voboril,66,66,61,67
Kim Jong Woo,70,68,68,70
M. Terrazzino,73,75,58,70
A. Ferrari,58,60,56,65
Rafa Mir,61,65,52,69
P. Iemmello,62,65,52,72
M. Cerato,67,70,46,71
Aleix García,78,72,74,75
O. Linnér,20,18,21,25
Platiny,55,62,32,65
D. Petrić,18,14,13,21
A. Meijers,69,68,71,67
Jeong Seung Hyun,54,32,44,37
Flávio Rebeilo,63,71,57,69
E. Tercero,60,60,57,60
Kalindi,64,70,53,71
L. Kübler,66,59,53,64
M. Caballero,60,64,47,63
A. Rocha,73,67,67,72
M. Ingvartsen,59,64,52,68
N. Moiraghi,53,38,61,52
C. Wondolowski,59,64,46,69
M. Petržela,67,75,65,70
A. Cissokho,64,62,65,65
P. Bauer,60,38,63,53
J. López,45,37,47,50
C. Quintero,68,71,62,71
R. Wallace,66,66,72,73
P. Alvarado,56,59,55,61
A. Micai,26,17,27,19
H. Veerman,61,57,37,61
A. Salvi,67,66,63,66
B. Khuzwayo,34,20,35,22
R. Loaiza,71,63,72,66
Hugo Vieira,59,72,54,68
P. Türpitz,66,72,52,70
N. Đurđić,62,66,60,65
K. Overmeire,66,57,68,64
H. Campagnaro,56,45,56,53
F. Mancinelli,64,55,48,65
F. Ondoa,41,16,45,22
G. Ward,68,67,61,65
Campillo,75,69,69,74
E. Bush,32,17,32,15
J. Silbeira,32,17,27,20
F. Jungwirth,68,61,69,65
I. Bel Hassani,71,73,70,74
André Santos,74,70,73,69
B. Johnson,67,66,69,70
Cotán,73,70,70,71
Artur Jorge,60,43,55,52
T. Malacia,63,70,52,70
M. van Buren,67,71,43,70
Daguinho Parrela,73,55,71,61
D. Beasley,67,66,59,67
C. Zimmermann,63,39,59,46
Ademilson,64,70,48,69
Jorginho,72,72,68,72
Lee Chung Yong,70,68,66,69
C. Eiting,74,68,75,73
F. Ballas,60,35,46,50
J. Komar,64,30,57,55
Y. Gomis,48,67,37,69
Rodrigo,66,70,60,71
S. Winnall,57,64,30,67
T. Delaine,70,68,65,67
L. Quintana,60,60,56,66
Rogério,64,74,60,72
L. Nielsen,62,50,60,57
D. Batth,55,31,53,44
J. Giraudon,69,53,64,62
Vítor Bruno,63,65,66,66
K. Watanabe,69,66,64,71
V. Ulloa,76,63,66,66
Zhang Linpeng,55,56,47,59
T. Eisfeld,72,68,69,73
J. Cristaldo,66,69,51,69
Bernardo Motinho,67,67,61,62
C. Walton,24,19,22,19
Sergi Palencia,67,67,59,68
V. Lampropoulos,58,48,64,54
L. Tremolada,72,70,70,71
M. Pátkai,74,63,71,70
F. Al Ansari,78,67,74,72
José Semedo,67,52,61,64
G. Giakoumakis,56,66,24,61
M. Leovac,66,69,68,68
T. Figueroa,62,66,31,69
Pol Llonch,67,61,59,63
B. Angulo,60,66,63,67
E. Bennett,67,68,65,67
C. Nhamoinesu,62,56,61,60
B. Rabello,72,72,69,72
J. Insaurralde,67,39,56,58
A. Bernardini,53,35,40,52
J. Walker,68,72,65,69
A. Sørloth,59,69,51,66
David Raya,56,17,50,38
M. Cassierra,67,68,34,65
A. Tchouaméni,73,69,70,73
J. Siebatcheu,66,64,49,69
V. Angban,73,68,71,75
Edu Expósito,72,74,69,72
A. Nordin,66,74,59,69
Rodri,54,66,46,76
M. Pisano,66,78,67,69
G. Whelan,74,62,66,70
M. Parkhurst,71,59,73,60
J. Zárate,68,75,60,68
P. Kanstrup,63,55,62,62
G. Scognamiglio,50,16,42,44
E. Ersoy,61,53,53,54
L. Licht,52,76,71,69
Borja Herrera,70,69,54,72
E. Brignola,69,73,63,72
M. Maddison,67,70,65,72
M. Cavion,73,70,71,72
C. Mosquera,64,75,59,65
R. Gudiño,24,21,22,23
V. Malcorra,70,71,68,74
Milton Menceiros,66,51,56,59
Jamiro Monteiro,72,72,68,73
L. Bridcutt,70,67,66,67
Luisinho,67,76,63,74
E. Elmas,74,74,72,74
N. Pérez,65,18,42,58
D. Ndlovu,56,72,32,71
Y. Reyna,69,74,57,74
D. Kownacki,66,66,59,68
H. Faik,70,69,77,72
C. Mepham,66,56,54,66
D. Rudd,36,20,36,23
Bruno Gallo,73,69,70,72
M. Peybernès,58,44,59,60
D. Böde,69,58,59,66
T. Schröck,68,64,67,68
I. Brown,67,75,66,75
J. Morris,64,63,51,63
J. Taravel,64,48,61,61
A. Lusamba,67,77,62,76
Felipe,59,62,57,56
Z. Touré,53,32,58,58
I. Hajrović,72,74,68,73
T. Kempe,71,72,66,75
V. Giraldo,65,67,63,68
A. Wooten,68,69,63,68
U. Đurđević,62,68,52,68
A. Bastía,72,73,63,67
S. Allagui,70,72,54,71
M. Müller,22,10,16,20
P. Galdames,72,68,70,67
O. Benítez,68,77,67,76
E. Löwen,75,70,64,74
A. Fathi,64,67,72,66
I. Sylla,61,65,54,68
A. Tziolis,70,55,69,69
J. Une Larsson,59,38,55,52
Pedro Pinto,64,50,48,64
G. Hairemans,73,68,75,74
E. Oztumer,69,68,66,69
S. Mugoša,53,68,40,70
O. Oularé,65,64,38,66
T. Sparv,72,58,70,69
Matheus,67,47,72,62
M. Jurman,60,48,64,47
F. Malbašić,66,71,49,74
N. Domínguez,73,68,66,72
J. Ramaré,73,62,67,66
Yang Han Been,36,14,32,25
S. Magnasco,68,65,58,65
L. Mancuso,66,68,57,72
Nuno André Coelho,69,50,66,65
E. Ambrose,66,62,67,64
S. Kitsiou,69,67,68,69
Eltson Marques,48,36,53,68
C. De Norre,70,70,62,71
Eloi Amagat,72,72,71,73
R. Abdullah,69,68,68,73
M. Ordóñez,71,64,66,73
L. Robertone,68,70,63,73
I. Mathew,68,70,66,66
P. Velthuizen,42,14,38,35
K. Erasmus,66,69,41,68
K. Mokotjo,77,63,68,71
C. Guzmán,65,68,62,67
A. Fink,68,67,43,69
D. Łukasik,69,63,66,62
J. Chunga,24,15,24,22
C. Lombardi,65,73,50,74
E. Hackman,63,70,35,66
Aleix Febas,71,74,69,69
A. Isak,59,69,40,71
R. Munsy,52,65,41,66
E. Hussain,71,70,67,69
Magno,72,71,68,73
N. Bodurov,62,53,56,56
Álvaro Peña,77,69,76,72
B. Riveros,64,72,44,73
J. Villota,67,68,65,72
V. Fındıklı,74,70,65,72
L. Chambers,59,45,58,57
D. Batallini,69,73,49,71
Z. Zlámal,46,12,55,40
D. Odoi,71,71,64,68
Juanjo,65,39,63,55
M. Jahfali,62,40,56,52
M. Bunn,18,16,43,34
David Batanero,78,62,76,70
M. Lukač,23,13,21,14
M. Wilson,62,63,67,63
A. Jansen,71,70,66,68
A. Sobiech,65,62,36,66
L. Manyama,65,69,40,71
S. Morison,58,63,54,68
A. Sepúlveda,68,67,63,68
R. Murawski,72,67,66,71
Pinillos,62,67,53,64
P. Celeban,52,55,55,54
J. Williams,72,69,71,67
N. Fernández,67,74,50,70
S. Taniguchi,64,55,63,61
A. Bogdán,16,11,12,18
M. Ritter,69,74,54,71
L. Ridgewell,67,54,74,61
C. Labrín,48,38,36,48
S. Eduok,67,72,60,69
J. Buijs,68,61,63,68
M. Olsson,64,68,57,61
M. Murillo,61,66,56,67
A. Spörle,65,65,60,64
J. Rodríguez,69,67,66,68
B. Halimi,69,78,63,74
O. Ruisalvo,70,69,64,67
K. Mac Allister,66,62,50,65
V. Rüfli,67,68,66,68
A. Aseri,65,71,62,70
J. Greguš,73,67,68,70
D. Ward,62,67,61,66
F. Hartherz,67,66,65,66
Allan,74,71,72,75
Luis Felipe,73,62,68,65
F. Kiss,68,65,67,67
U. Ceylan,29,13,39,23
P. Filipović,65,57,61,60
Cifu,63,65,55,66
F. Álvarez,72,75,67,71
Caio Tafarell,72,49,72,58
E. Eze,69,74,59,69
A. Balzano,64,59,58,60
J. Olsson,57,47,58,45
J. Lefort,64,66,60,65
I. Höhn,59,52,55,59
J. Gyau,63,73,52,67
M. Al Sahlawi,68,65,47,62
Alberto,70,63,60,65
Luciano Cacheira,16,13,11,14
M. Gaus,66,64,59,66
C. Lampe,23,13,19,21
A. Vellios,65,60,54,68
J. Sánchez,66,61,54,68
F. Fielding,33,12,29,23
N. Theuerkauf,68,58,65,63
M. Sadlok,61,63,58,65
H. Olvera,71,64,71,72
S. Mosquera,53,38,49,58
V. Kalitvintsev,71,72,65,73
S. Papagiannopoulos,66,58,62,64
I. Pettersson,52,10,58,17
C. Evans,70,54,64,68
A. Richards,69,65,66,66
S. Dursun,59,64,44,64
R. Leipertz,67,69,53,68
R. Pasveer,40,11,36,30
D. Daube,70,70,67,72
Iñaki Astiz,54,32,52,57
S. Bigalke,70,73,55,71
M. Silvestri,22,18,20,20
S. Muwashar,61,70,58,66
A. Powell,54,72,55,64
P. Kirkevold,63,65,58,67
S. Roudet,72,68,71,74
S. Gonther,50,32,46,47
I. Ghaleb,71,69,68,72
P. Sotiriou,63,67,52,68
W. Faes,68,52,64,63
S. Tecl,61,66,43,70
M. Guanini,54,34,49,39
J. Brix-Damborg,67,45,59,60
M. de los Santos,50,35,46,42
F. Andrada,61,66,59,65
Z. Youssouf,73,73,69,74
S. Ciss,69,70,61,67
S. Mockenhaupt,59,44,44,53
N. Cozza,67,64,64,64
M. Valoti,77,74,72,76
Y. Salmier,49,29,34,29
C. Benschop,63,64,58,65
Gégé,62,50,50,59
L. Morosini,70,71,64,73
Sandeiro Leal,69,68,71,70
M. Pongračić,62,62,59,62
L. Ibáñez,65,73,67,75
M. O'Halloran,59,69,52,66
M. van Duinen,66,64,60,67
R. Zwinkels,35,12,30,30
F. Mazzeo,67,68,54,68
C. Auzqui,64,67,64,63
J. Quintero,64,36,54,55
B. Watson,69,64,70,68
Gustavo Cascardo,65,67,60,69
T. Bradshaw,60,63,36,65
J. Pelupessy,65,60,60,68
J. Fojut,57,28,61,51
M. Brighi,72,66,70,71
L. Boussaha,51,67,50,59
D. Bomheuer,58,51,58,57
B. Sangaré,30,19,25,18
Y. Cabral,52,44,56,43
S. Breitkreuz,55,50,46,52
K. Rowe,70,70,66,68
Roldão Riso,71,62,71,61
C. Rizzuto,67,64,58,61
D. van Mieghem,65,68,60,69
A. El Messaoudi,69,61,67,69
Y. Cabrera,65,71,63,65
S. Ay,61,42,59,51
A. Gojak,70,63,69,70
L. Gülen,63,58,60,64
N. Eliasson,63,71,51,68
Y. Komai,68,69,52,66
S. Marinos,67,59,65,64
D. Verhulst,27,14,26,30
Núrio,67,70,57,68
S. Sparagna,55,36,60,50
H. Halldórsson,36,10,26,16
M. Prietl,64,58,60,63
Nono,72,68,63,69
J. Berget,66,64,65,66
M. Jacobs,66,67,65,68
J. Brillante,70,63,65,64
P. van Anholt,62,69,69,67
P. Ziereis,58,54,55,56
R. Bezjak,67,66,52,69
A. Vega,57,71,51,68
S. Bentivoglio,72,60,70,69
Juan Muñoz,63,67,41,69
Linares,67,62,45,67
S. De Petter,67,47,53,60
Renatao Baumer,72,56,64,64
A. Ivan,64,72,56,69
I. Šunjić,70,59,66,68
S. Andrist,62,72,52,67
Q. Cornette,65,73,61,71
Carvamelinho,74,63,77,50
R. Oudin,65,69,48,72
C. Stengs,73,76,71,74
I. González,58,48,53,54
S. Dallas,68,70,60,68
S. Walsh,68,63,62,67
U. Radaković,52,37,63,48
P. Schobesberger,64,66,60,72
Jaimosa Cavaco,56,50,47,53
M. Turner,24,16,29,24
Alfaro,73,71,70,73
M. Havel,58,50,26,51
J. Hegeler,69,65,70,69
M. Fares,66,75,60,75
C. Techera,61,70,56,70
F. Tomori,61,62,48,57
H. Takahashi,72,54,63,63
A. Rivas,70,65,71,68
J. Mosquera,67,72,55,68
A. Linde,22,20,18,18
C. Bonilla,24,12,17,17
Diego Capel,64,73,59,71
Leandrinho,71,73,66,72
Susaeta,70,69,73,70
M. Zimmermann,66,65,55,69
E. Demir,69,69,70,70
Marco Sangalli,68,75,46,71
T. Hayashi,19,8,16,15
R. Bormuth,43,39,51,56
E. Hernández,66,70,65,71
B. Martella,71,67,73,69
E. Oikonomou,66,60,68,63
L. Choutesiotis,25,20,22,18
J. Blaswich,38,19,34,31
J. Huth,33,22,30,24
I. Sackey,64,60,60,65
